title,year,summary,short_summary,genres,imdb_id,runtime,youtube_trailer,rating,movie_poster,director,writers,cast
"The Games of the V Olympiad Stockholm, 1912",2017,"Using the surviving film materials from the Olympic Games held in Stockholm 1912 created at the time by a single production company, Svensk-Amerikanska Filmkompaniet these images, often misunderstood and consequently misused as historical records The production undertook a scene-by-scene analysis of each surviving shot using historical records to reconstruct a chronological sequence of images that would tell the story of these Olympic Games. After 4K digital scanning in Burbank , CA by Warner Bros. Motion Picture Imaging Chris Rodmell edited the material into a new chronological record of events from over a century before. The creation and addition of intertitles with newly written text, allows us to finally and accurately contextualize the images. The Criterion Blu-Ray edition comes with a musical accompaniment by Donald Sosin, thus brings the second dimension to what is a true testament to the technical quality of the original materials and the skillfulness of those who captured ...","Newly restored and assembled by the International Olympic Committee, The Games of the V Olympiad Stockholm, 1912 (Stockholm 1912) is the earliest comprehensive moving-image record of the modern Olympic Games that survives today.",Documentary|Sport,tt7241484,170,-IGp6aS4y6E,63,https://hydramovies.com/wp-content/uploads/2018/04/The-Games-of-the-V-Olympiad-Stockholm-1912-Movie-Poster.jpg,Adrian Wood,,
Chasing Great,2016,"All Black captain Richie McCaw has lived his dream with characteristic precision and calculated determination. He's 34 and perhaps the best rugby player ever. But the dream is almost over. He is old by professional sport standards and everyone is asking when he's going to retire. Before his career ends Richie McCaw sets his sights on a risk-all attempt to win the Rugby World Cup back to back. No team has won it a second time in a row. No captain has won it twice. He will either end his career on an impossibly high note or take a nation's dreams down with him. Chasing Great follows Richie McCaw through his final season as he attempts to captain the All Blacks to the first ever-back-to back World Cup win. Until now Richie McCaw's achievements have been well documented, but little is known about the man himself. He has never courted the media and remains intensely private. Chasing Great takes the audience inside his world for the first time and what emerges is a very personal insight ...",All Black captain Richie McCaw has lived his dream with characteristic precision and calculated determination. He's 34 and perhaps the best rugby player ever. But the dream is almost over. ...,Biography|Documentary|Drama|Sport,tt5722234,105,zG7qmUYqqt8,72,https://hydramovies.com/wp-content/uploads/2018/04/Chasing-Great-Movie-Poster.jpg,Justin Pemberton,Justin Pemberton,Aston Bentham|Stuart Barnes|Tom Benge
Thank You for Your Service,2017,"DreamWorks Pictures' Thank You for Your Service follows a group of U.S. soldiers returning from Iraq who struggle to integrate back into family and civilian life, while living with the memory of a war that threatens to destroy them long after they've left the battlefield. Starring an ensemble cast led by Miles Teller, Haley Bennett, Joe Cole, Amy Schumer, Beulah Koale, Scott Haze, Keisha Castle-Hughes, Brad Beyer, Omar J. Dorsey and Jayson Warner Smith, the drama is based on the bestselling book by Pulitzer Prize-winning reporter and author David Finkel. Jason Hall, who wrote the screenplay of American Sniper, makes his directorial debut with Thank You for Your Service and also serves as its screenwriter. Jon Kilik (The Hunger Games series, Babel) produces the film, while Ann Ruark (Biutiful) and Jane Evans (Sin City) executive produces.","A group of U.S. soldiers returning from Iraq struggle to integrate back into family and civilian life, while living with the memory of a war that threatens to destroy them long after they've left the battlefield.",Biography|Drama|War,tt2776878,109,GTl5SHYJxz4,65,https://hydramovies.com/wp-content/uploads/2018/04/Thank-You-for-Your-Service-Movie-Poster.jpg,Jason Hall,David Finkel,Beulah Koale|Joe Cole|Miles Teller
Professor Marston and the Wonder Women,2017,"Details the unconventional life of Dr. William Marston, the Harvard psychologist and inventor who helped invent the modern lie detector test and created Wonder Woman in 1941. Marston was in a polyamorous relationship with his wife Elizabeth, a psychologist and inventor in her own right, and Olive Byrne, a former student who became an academic. This relationship was key to the creation of Wonder Woman, as Elizabeth and Olive's feminist ideals were ingrained in the character from her creation. Marston died of skin cancer in 1947, but Elizabeth and Olive remained a couple and raised their and Marston's children together. The film is said to focus on how Marston dealt with the controversy surrounding Wonder Woman's creation.","The story of psychologist William Moulton Marston, and his polyamorous relationship with his wife and their mistress who would inspire his creation of the superheroine, Wonder Woman.",Biography|Drama,tt6133130,108,r991pr4Fohk,71,https://hydramovies.com/wp-content/uploads/2018/04/Professor-Marston-and-the-Wonder-Women-Movie-Poster.jpg,Angela Robinson,Angela Robinson,Bella Heathcote|Luke Evans|Rebecca Hall
Goodbye Christopher Robin,2017,"A rare glimpse into the relationship between beloved children's author A. A. Milne (Domhnall Gleeson) and his son Christopher Robin, whose toys inspired the magical world of Winnie the Pooh. Along with his mother Daphne (Margot Robbie), and his nanny Olive, Christopher Robin and his family are swept up in the international success of the books; the enchanting tales bringing hope and comfort to England after the First World War. But with the eyes of the world on Christopher Robin, what will the cost be to the family?",A behind-the-scenes look at the life of author A.A. Milne and the creation of the Winnie the Pooh stories inspired by his son C.R. Milne.,Biography|Drama|Family|History,tt1653665,107,uQq3aFSijRg,71,https://hydramovies.com/wp-content/uploads/2018/04/Goodbye-Christopher-Robin-Movie-Poster.jpg,Simon Curtis,Frank Cottrell Boyce,Domhnall Gleeson|Kelly Macdonald|Margot Robbie
Kenny,2017,"The day after the Heysel disaster, Kenny Dalglish became manager of Liverpool Football Club. Six years later he resigned from the club, shell-shocked in the wake of the Hillsborough disaster. In between he created one of the most exciting football teams of all times. 'Kenny' explores more than just the roller-coaster career of an iconic footballer and manager. It goes behind the scenes to reveal an intimate portrait of a man who sacrificed all in the service of his club, his family and the people of Liverpool.","An intimate and revealing portrait of Kenny Dalglish - the player, the man, the truth.",Documentary|Sport,tt7479144,86,ZHjc0cu9CgU,73,https://hydramovies.com/wp-content/uploads/2018/04/Kenny-Movie-Poster.jpg,Stewart Sugg,Margaret Aspinall,Kelly Cates
Loving Vincent,2017,"A year after the death of the artist, Vincent van Gogh, Postman Roulin gets his slacker son, Armand, to hand deliver the artist's final letter written to his now late brother, Theo, to some worthy recipient after multiple failed postal delivery attempts. Although disdainful of this seemingly pointless chore, Armand travels to Auvers-sur-Oise where a purported close companion to Vincent, Dr. Gachet, lives. Having to wait until the doctor returns from business, Armand meets many of the people of that village who not only knew Vincent, but were apparently also models and inspirations for his art. In doing so, Armond becomes increasingly fascinated in the psyche and fate of Van Gogh as numerous suspicious details fail to add up. However, as Armond digs further, he comes to realize that Vincent's troubled life is as much a matter of interpretation as his paintings and there are no easy answers for a man whose work and tragedy would only be truly appreciated in the future.","In a story depicted in oil painted animation, a young man comes to the last hometown of painter Vincent van Gogh to deliver the troubled artist's final letter and ends up investigating his final days there.",Animation|Biography|Crime|Drama|Mystery,tt3262342,94,Gy0RVDM1sNA,79,https://hydramovies.com/wp-content/uploads/2018/04/Loving-Vincent-Movie-Poster.jpg,Dorota Kobiela,Dorota Kobiela,Douglas Booth|Jerome Flynn
Happy Death Day,2017,"A teenage girl, trying to enjoy her birthday, soon realizes that this is her final one. That is, if she can figure out who her killer is. She must relive that day, over and over again, dying in a different way each time. Can she solve her own murder?","A college student must relive the day of her murder over and over again, in a loop that will end only when she discovers her killer's identity.",Horror|Mystery|Thriller,tt5308322,96,1NTaDm3atkc,65,https://hydramovies.com/wp-content/uploads/2018/04/Happy-Death-Day-Movie-Poster.jpg,Christopher Landon,Scott Lobdell,Israel Broussard|Jessica Rothe|Ruby Modine
Blade Runner 2049,2017,"Thirty years after the events of the first film, a new blade runner, LAPD Officer K (Ryan Gosling), unearths a long-buried secret that has the potential to plunge what's left of society into chaos. K's discovery leads him on a quest to find Rick Deckard (Harrison Ford), a former LAPD blade runner who has been missing for 30 years.","A young blade runner's discovery of a long-buried secret leads him to track down former blade runner Rick Deckard, who's been missing for thirty years.",Drama|Mystery|Sci-Fi|Thriller,tt1856101,164,gCcx85zbxz4,81,https://hydramovies.com/wp-content/uploads/2018/04/Blade-Runner-2049-Movie-Poster.jpg,Denis Villeneuve,Hampton Fancher,Harrison Ford|Ryan Gosling
My Little Pony: The Movie,2017,"After a dark force conquers Canterlot, the Mane 6 - Twilight Sparkle, Applejack, Rainbow Dash, Pinkie Pie, Fluttershy, and Rarity - embark on an unforgettable journey beyond Equestria where they meet new friends and exciting challenges on a quest to use the magic of friendship to save their homeland.","After a dark force conquers Canterlot, the Mane 6 embark on an unforgettable journey beyond Equestria where they meet new friends and exciting challenges on a quest to use the magic of friendship to save their homeland.",Adventure|Animation|Comedy|Family|Fantasy,tt4131800,99,kIv_ConaZ1c,62,https://hydramovies.com/wp-content/uploads/2018/04/My-Little-Pony-The-Movie-Movie-Poster.jpg,Jayson Thiessen,Meghan McCarthy,Emily Blunt|Kristin Chenoweth
The Foreigner,2017,"The story of humble London businessman Quan (Chan), whose long-buried past erupts in a revenge-fueled vendetta when the only person left for him to love - his teenage daughter - is taken from him in a senseless act of politically-motivated terrorism. In his relentless search for the identity of the terrorists, Quan is forced into a cat- and-mouse conflict with a Irish government official (Brosnan), whose own past may hold clues to the identities of the elusive killers.","A humble businessman with a buried past seeks justice when his daughter is killed in an act of terrorism. A cat-and-mouse conflict ensues with a government official, whose past may hold clues to the killers' identities.",Action|Crime|Drama|Mystery|Thriller,tt1615160,113,33iuQu3UtjI,70,https://hydramovies.com/wp-content/uploads/2018/04/The-Foreigner-Movie-Poster.jpg,Martin Campbell,David Marconi,Jackie Chan|Katie Leung|Rufus Jones
